Date_of_Usage,Region,Service_Type,Demand_Units,Capacity_Allocated,Cost_USD,Service_Availability_Percent,Economic_Activity_Index,Year,Month,Utilization_Ratio
2024-12-09,South India,Storage,867.0,997.0,3901.5,99.947,100.08,2024,12,0.8696088264794383
2024-12-10,South India,Compute,1640.0,1885.0,9840.0,99.962,100.49,2024,12,0.870026525198939
2024-12-10,South India,Storage,859.0,987.0,3865.5,99.916,100.49,2024,12,0.8703140830800405
2024-12-11,South India,Compute,1709.0,1965.0,10254.0,99.914,99.14,2024,12,0.8697201017811704
2024-12-11,South India,Storage,839.0,964.0,3775.5,99.912,99.14,2024,12,0.8703319502074689
2024-12-12,South India,Compute,1595.0,1834.0,9570.0,99.934,99.4,2024,12,0.8696837513631407
2024-12-12,South India,Storage,910.0,1046.0,4095.0,99.907,99.4,2024,12,0.869980879541109
2024-12-13,South India,Compute,1575.0,1811.0,9450.0,99.941,100.61,2024,12,0.8696852567642187
2024-12-13,South India,Storage,834.0,959.0,3753.0,99.974,100.61,2024,12,0.8696558915537018
2024-12-14,South India,Compute,1632.0,1876.0,9792.0,99.97,99.87,2024,12,0.8699360341151386
2024-12-14,South India,Storage,975.0,1121.0,4387.5,99.908,99.87,2024,12,0.8697591436217663
2024-12-15,South India,Compute,1624.0,1867.0,9744.0,99.989,99.77,2024,12,0.8698446705945367
2024-12-15,South India,Storage,890.0,1023.0,4005.0,99.937,99.77,2024,12,0.8699902248289345
2024-12-16,South India,Compute,1616.0,1858.0,9696.0,99.988,99.61,2024,12,0.8697524219590959
2024-12-16,South India,Storage,901.0,1036.0,4054.5,99.93,99.61,2024,12,0.8696911196911197
2024-12-17,South India,Compute,1680.0,1931.0,10080.0,99.984,99.55,2024,12,0.8700155359917141
2024-12-17,South India,Storage,898.0,1032.0,4041.0,99.972,99.55,2024,12,0.8701550387596899
2024-12-18,South India,Compute,1652.0,1899.0,9912.0,99.92,99.98,2024,12,0.8699315429173249
2024-12-18,South India,Storage,758.0,871.0,3411.0,99.972,99.98,2024,12,0.870264064293915
2024-12-19,South India,Compute,1680.0,1931.0,10080.0,99.918,100.72,2024,12,0.8700155359917141
2024-12-19,South India,Storage,852.0,979.0,3834.0,99.919,100.72,2024,12,0.8702757916241062
2024-12-20,South India,Compute,1585.0,1822.0,9510.0,99.954,100.68,2024,12,0.8699231613611416
2024-12-20,South India,Storage,934.0,1074.0,4203.0,99.925,100.68,2024,12,0.8696461824953445
2024-12-21,South India,Compute,1607.0,1848.0,9642.0,99.956,99.59,2024,12,0.8695887445887446
2024-12-21,South India,Storage,880.0,1011.0,3960.0,99.931,99.59,2024,12,0.8704253214638972
2024-12-22,South India,Compute,1630.0,1874.0,9780.0,99.941,99.81,2024,12,0.8697972251867663
2024-12-22,South India,Storage,871.0,1001.0,3919.5,99.981,99.81,2024,12,0.8701298701298701
2024-12-23,South India,Compute,1667.0,1917.0,10002.0,99.918,100.4,2024,12,0.8695878977569118
2024-12-23,South India,Storage,840.0,1007.0,3780.0,99.94546958981613,100.4,2024,12,0.8341608738828202
2024-12-24,South India,Compute,1625.0,1868.0,9750.0,99.963,100.16,2024,12,0.869914346895075
2024-12-24,South India,Storage,809.0,930.0,3640.5,99.908,100.16,2024,12,0.8698924731182796
2024-12-25,South India,Compute,1631.0,1875.0,9786.0,99.979,99.71,2024,12,0.8698666666666667
2024-12-25,South India,Storage,854.0,982.0,3843.0,99.902,99.71,2024,12,0.869653767820774
2024-12-26,South India,Compute,1644.0,1890.0,9864.0,99.927,100.04,2024,12,0.8698412698412699
2024-12-26,South India,Storage,950.0,1092.0,4275.0,99.942,100.04,2024,12,0.86996336996337
2024-12-27,South India,Compute,1625.0,1868.0,9750.0,99.939,99.8,2024,12,0.869914346895075
2024-12-27,South India,Storage,922.0,1060.0,4149.0,99.942,99.8,2024,12,0.869811320754717
2024-12-28,South India,Compute,1537.0,1767.0,9222.0,99.922,100.25,2024,12,0.8698358800226372
2024-12-28,South India,Storage,846.0,972.0,3807.0,99.973,100.25,2024,12,0.8703703703703703
2024-12-29,South India,Compute,1641.0,1887.0,9846.0,99.904,99.68,2024,12,0.8696343402225755
2024-12-29,South India,Storage,899.0,1155.0,4045.5,99.94546958981613,99.68,2024,12,0.7783549783549784
2024-12-30,South India,Compute,1682.0,1934.0,10092.0,99.958,99.82,2024,12,0.8697001034126164
2024-12-30,South India,Storage,952.0,1094.0,4284.0,99.902,99.82,2024,12,0.870201096892139
2024-12-31,South India,Compute,1651.0,1898.0,9906.0,99.961,98.44,2024,12,0.8698630136986302
2024-12-31,South India,Storage,952.0,1051.0,4284.0,99.94546958981613,98.44,2024,12,0.9058039961941009
2024-01-01,Southeast Asia,Compute,1548.0,1780.0,9288.0,99.927,101.75,2024,1,0.8696629213483146
2024-01-01,Southeast Asia,Storage,709.0,815.0,3190.5,99.926,101.75,2024,1,0.8699386503067484
2024-01-02,Southeast Asia,Compute,1544.0,1775.0,9264.0,99.962,101.98,2024,1,0.8698591549295774
2024-01-02,Southeast Asia,Storage,825.0,948.0,3712.5,99.94,101.98,2024,1,0.870253164556962
2024-01-03,Southeast Asia,Compute,1619.0,1861.0,9714.0,99.908,101.49,2024,1,0.8699623858140785
2024-01-03,Southeast Asia,Storage,789.0,907.0,3550.5,99.924,101.49,2024,1,0.8699007717750827
2024-01-04,Southeast Asia,Compute,1626.0,1869.0,9756.0,99.969,100.71,2024,1,0.869983948635634
2024-01-04,Southeast Asia,Storage,886.0,1018.0,3987.0,99.907,100.71,2024,1,0.8703339882121808
2024-01-05,Southeast Asia,Compute,1571.0,1806.0,9426.0,99.968,101.08,2024,1,0.8698781838316723
2024-01-05,Southeast Asia,Storage,914.0,1051.0,4113.0,99.944,101.08,2024,1,0.8696479543292103
2024-01-06,Southeast Asia,Compute,1534.0,1764.0,9204.0,99.984,101.67,2024,1,0.8696145124716553
2024-01-06,Southeast Asia,Storage,814.0,936.0,3663.0,99.973,101.67,2024,1,0.8696581196581197
2024-01-07,Southeast Asia,Compute,1592.0,1830.0,9552.0,99.911,101.96,2024,1,0.8699453551912568
2024-01-07,Southeast Asia,Storage,862.0,991.0,3879.0,99.929,101.96,2024,1,0.8698284561049445
2024-01-08,Southeast Asia,Compute,1565.0,1799.0,9390.0,99.913,101.42,2024,1,0.8699277376320178
2024-01-08,Southeast Asia,Storage,855.0,983.0,3847.5,99.944,101.42,2024,1,0.8697863682604272
2024-01-09,Southeast Asia,Compute,1618.0,1860.0,9708.0,99.946,102.07,2024,1,0.8698924731182796
2024-01-09,Southeast Asia,Storage,872.0,1002.0,3924.0,99.916,102.07,2024,1,0.8702594810379242
2024-01-10,Southeast Asia,Compute,1494.0,1718.0,8964.0,99.908,100.89,2024,1,0.869615832363213
2024-01-10,Southeast Asia,Storage,849.0,976.0,3820.5,99.981,100.89,2024,1,0.8698770491803278
2024-01-11,Southeast Asia,Compute,1617.0,1859.0,9702.0,99.909,101.63,2024,1,0.8698224852071006
2024-01-11,Southeast Asia,Storage,848.0,975.0,3816.0,99.962,101.63,2024,1,0.8697435897435898
2024-01-12,Southeast Asia,Compute,1530.0,1759.0,9180.0,99.988,100.89,2024,1,0.869812393405344
2024-01-12,Southeast Asia,Storage,799.0,918.0,3595.5,99.935,100.89,2024,1,0.8703703703703703
2024-01-13,Southeast Asia,Compute,1612.0,1853.0,9672.0,99.987,101.64,2024,1,0.8699406368051807
2024-01-13,Southeast Asia,Storage,817.0,939.0,3676.5,99.935,101.64,2024,1,0.8700745473908413
2024-01-14,Southeast Asia,Compute,1629.0,1873.0,9774.0,99.932,101.89,2024,1,0.8697277095568606
2024-01-14,Southeast Asia,Storage,892.0,1025.0,4014.0,99.926,101.89,2024,1,0.8702439024390244
2024-01-15,Southeast Asia,Compute,1499.0,1723.0,8994.0,99.952,101.76,2024,1,0.8699941961694718
2024-01-15,Southeast Asia,Storage,838.0,963.0,3771.0,99.949,101.76,2024,1,0.8701973001038421
2024-01-16,Southeast Asia,Compute,1577.0,1813.0,9462.0,99.949,101.23,2024,1,0.8698290126861555
2024-01-16,Southeast Asia,Storage,807.0,928.0,3631.5,99.957,101.23,2024,1,0.8696120689655172
2024-01-17,Southeast Asia,Compute,1494.0,1718.0,8964.0,99.959,100.49,2024,1,0.869615832363213
2024-01-17,Southeast Asia,Storage,858.0,986.0,3861.0,99.955,100.49,2024,1,0.8701825557809331
2024-01-18,Southeast Asia,Compute,1656.0,1904.0,9936.0,99.957,102.33,2024,1,0.8697478991596639
2024-01-18,Southeast Asia,Storage,768.0,883.0,3456.0,99.904,102.33,2024,1,0.869762174405436
2024-01-19,Southeast Asia,Compute,1639.0,1884.0,9834.0,99.941,102.22,2024,1,0.8699575371549894
2024-01-19,Southeast Asia,Storage,874.0,1005.0,3933.0,99.935,102.22,2024,1,0.8696517412935323
2024-01-20,Southeast Asia,Compute,1533.0,1762.0,9198.0,99.968,101.54,2024,1,0.8700340522133939
2024-01-20,Southeast Asia,Storage,811.0,932.0,3649.5,99.973,101.54,2024,1,0.8701716738197425
2024-01-21,Southeast Asia,Compute,1621.0,1864.0,9726.0,99.929,101.49,2024,1,0.8696351931330472
2024-01-21,Southeast Asia,Storage,828.0,952.0,3726.0,99.901,101.49,2024,1,0.8697478991596639
2024-01-22,Southeast Asia,Compute,1574.0,1810.0,9444.0,99.905,101.93,2024,1,0.8696132596685083
2024-01-22,Southeast Asia,Storage,795.0,914.0,3577.5,99.949,101.93,2024,1,0.8698030634573304
2024-01-23,Southeast Asia,Compute,1551.0,1783.0,9306.0,99.989,101.99,2024,1,0.8698822209758833
2024-01-23,Southeast Asia,Storage,806.0,926.0,3627.0,99.908,101.99,2024,1,0.8704103671706264
2024-01-24,Southeast Asia,Compute,1569.0,1804.0,9414.0,99.926,102.18,2024,1,0.8697339246119734
2024-01-24,Southeast Asia,Storage,860.0,988.0,3870.0,99.978,102.18,2024,1,0.8704453441295547
2024-01-25,Southeast Asia,Compute,1623.0,1866.0,9738.0,99.925,101.61,2024,1,0.8697749196141479
2024-01-25,Southeast Asia,Storage,832.0,956.0,3744.0,99.932,101.61,2024,1,0.8702928870292888
2024-01-26,Southeast Asia,Compute,1508.0,1734.0,9048.0,99.984,100.82,2024,1,0.8696655132641292
2024-01-26,Southeast Asia,Storage,931.0,1070.0,4189.5,99.978,100.82,2024,1,0.8700934579439252
2024-01-27,Southeast Asia,Compute,1572.0,1807.0,9432.0,99.973,102.09,2024,1,0.8699501936912009
2024-01-27,Southeast Asia,Storage,915.0,1052.0,4117.5,99.985,102.09,2024,1,0.8697718631178707
2024-01-28,Southeast Asia,Compute,1652.0,1899.0,9912.0,99.947,101.66,2024,1,0.8699315429173249
2024-01-28,Southeast Asia,Storage,845.0,971.0,3802.5,99.977,101.66,2024,1,0.870236869207003
2024-01-29,Southeast Asia,Compute,1647.0,1894.0,9882.0,99.981,102.53,2024,1,0.8695881731784583
2024-01-29,Southeast Asia,Storage,850.0,977.0,3825.0,99.971,102.53,2024,1,0.8700102354145343
2024-01-30,Southeast Asia,Compute,1593.0,1831.0,9558.0,99.916,100.41,2024,1,0.87001638448935
2024-01-30,Southeast Asia,Storage,793.0,911.0,3568.5,99.931,100.41,2024,1,0.8704720087815587
2024-01-31,Southeast Asia,Compute,1565.0,1799.0,9390.0,99.945,101.47,2024,1,0.8699277376320178
2024-01-31,Southeast Asia,Storage,834.0,959.0,3753.0,99.972,101.47,2024,1,0.8696558915537018
2024-02-01,Southeast Asia,Compute,1554.0,1787.0,9324.0,99.942,102.62,2024,2,0.8696138780078344
2024-02-01,Southeast Asia,Storage,937.0,1077.0,4216.5,99.967,102.62,2024,2,0.8700092850510678
2024-02-02,Southeast Asia,Compute,1597.0,1836.0,9582.0,99.911,102.89,2024,2,0.8698257080610022
2024-02-02,Southeast Asia,Storage,880.0,1011.0,3960.0,99.961,102.89,2024,2,0.8704253214638972
2024-02-03,Southeast Asia,Compute,1559.0,1792.0,9354.0,99.909,103.05,2024,2,0.8699776785714286
2024-02-03,Southeast Asia,Storage,897.0,1031.0,4036.5,99.914,103.05,2024,2,0.8700290979631425
2024-02-04,Southeast Asia,Compute,1625.0,1868.0,9750.0,99.974,102.27,2024,2,0.869914346895075
2024-02-04,Southeast Asia,Storage,833.0,957.0,3748.5,99.96,102.27,2024,2,0.8704284221525601
2024-02-05,Southeast Asia,Compute,1661.0,1910.0,9966.0,99.914,102.33,2024,2,0.8696335078534031
2024-02-05,Southeast Asia,Storage,786.0,903.0,3537.0,99.943,102.33,2024,2,0.8704318936877077
2024-02-06,Southeast Asia,Compute,1634.0,1879.0,9804.0,99.906,102.27,2024,2,0.8696114954763172
2024-02-06,Southeast Asia,Storage,893.0,1026.0,4018.5,99.976,102.27,2024,2,0.8703703703703703
2024-02-07,Southeast Asia,Compute,1527.0,1756.0,9162.0,99.942,103.39,2024,2,0.8695899772209568
2024-02-07,Southeast Asia,Storage,818.0,940.0,3681.0,99.927,103.39,2024,2,0.8702127659574468
2024-02-08,Southeast Asia,Compute,1609.0,1850.0,9654.0,99.956,102.61,2024,2,0.8697297297297297
2024-02-08,Southeast Asia,Storage,917.0,1054.0,4126.5,99.971,102.61,2024,2,0.8700189753320683
2024-02-09,Southeast Asia,Compute,1561.0,1858.0,9366.0,99.94341971830987,102.61,2024,2,0.8401506996770721
2024-02-09,Southeast Asia,Storage,820.0,942.0,3690.0,99.913,102.64,2024,2,0.8704883227176221
2024-02-10,Southeast Asia,Compute,1513.0,1739.0,9078.0,99.914,102.98,2024,2,0.8700402530189765
2024-02-10,Southeast Asia,Storage,878.0,1009.0,3951.0,99.955,102.98,2024,2,0.8701684836471755
2024-02-11,Southeast Asia,Compute,1580.0,1816.0,9480.0,99.989,103.92,2024,2,0.8700440528634361
2024-02-11,Southeast Asia,Storage,862.0,991.0,3879.0,99.976,103.92,2024,2,0.8698284561049445
2024-02-12,Southeast Asia,Compute,1588.0,1826.0,9528.0,99.92,102.63,2024,2,0.8696604600219058
2024-02-12,Southeast Asia,Storage,813.0,934.0,3658.5,99.916,102.63,2024,2,0.8704496788008566
2024-02-13,Southeast Asia,Compute,1758.0,2021.0,10548.0,99.906,102.52,2024,2,0.8698664027709055
2024-02-13,Southeast Asia,Storage,872.0,1002.0,3924.0,99.967,102.52,2024,2,0.8702594810379242
2024-02-14,Southeast Asia,Compute,1640.0,1885.0,9840.0,99.978,102.7,2024,2,0.870026525198939
2024-02-14,Southeast Asia,Storage,861.0,990.0,3874.5,99.924,102.7,2024,2,0.8696969696969697
2024-02-15,Southeast Asia,Compute,1603.0,1843.0,9618.0,99.959,102.86,2024,2,0.8697775366250678
2024-02-15,Southeast Asia,Storage,893.0,1026.0,4018.5,99.921,102.86,2024,2,0.8703703703703703
2024-02-16,Southeast Asia,Compute,1718.0,1975.0,10308.0,99.974,102.48,2024,2,0.8698734177215189
2024-02-16,Southeast Asia,Storage,807.0,928.0,3631.5,99.934,102.48,2024,2,0.8696120689655172
2024-02-17,Southeast Asia,Compute,1635.0,1880.0,9810.0,99.938,102.19,2024,2,0.8696808510638298
2024-02-17,Southeast Asia,Storage,876.0,1007.0,3942.0,99.902,102.19,2024,2,0.8699106256206555
2024-02-18,Southeast Asia,Compute,1657.0,1905.0,9942.0,99.959,102.75,2024,2,0.8698162729658793
2024-02-18,Southeast Asia,Storage,845.0,971.0,3802.5,99.901,102.75,2024,2,0.870236869207003
2024-02-19,Southeast Asia,Compute,1599.0,1838.0,9594.0,99.926,102.86,2024,2,0.8699673558215452
2024-02-19,Southeast Asia,Storage,798.0,917.0,3591.0,99.932,102.86,2024,2,0.8702290076335878
2024-02-20,Southeast Asia,Compute,1679.0,1930.0,10074.0,99.91,102.11,2024,2,0.8699481865284974
2024-02-20,Southeast Asia,Storage,878.0,1009.0,3951.0,99.945,102.11,2024,2,0.8701684836471755
2024-02-21,Southeast Asia,Compute,1626.0,1869.0,9756.0,99.917,102.43,2024,2,0.869983948635634
2024-02-21,Southeast Asia,Storage,900.0,1035.0,4050.0,99.949,102.43,2024,2,0.8695652173913043
2024-02-22,Southeast Asia,Compute,1636.0,1881.0,9816.0,99.963,102.79,2024,2,0.8697501329080276
2024-02-22,Southeast Asia,Storage,862.0,1024.0,3879.0,99.94341971830987,102.79,2024,2,0.841796875
2024-02-23,Southeast Asia,Compute,1692.0,1945.0,10152.0,99.906,102.49,2024,2,0.8699228791773779
2024-02-23,Southeast Asia,Storage,824.0,947.0,3708.0,99.928,102.49,2024,2,0.870116156282999
2024-02-24,Southeast Asia,Compute,1595.0,1834.0,9570.0,99.943,103.32,2024,2,0.8696837513631407
2024-02-24,Southeast Asia,Storage,852.0,1052.0,3834.0,99.94341971830987,103.32,2024,2,0.8098859315589354
2024-02-25,Southeast Asia,Compute,1628.0,1872.0,9768.0,99.935,102.76,2024,2,0.8696581196581197
2024-02-25,Southeast Asia,Storage,880.0,1011.0,3960.0,99.961,102.76,2024,2,0.8704253214638972
2024-02-26,Southeast Asia,Compute,1599.0,1838.0,9594.0,99.97,103.09,2024,2,0.8699673558215452
2024-02-26,Southeast Asia,Storage,844.0,970.0,3798.0,99.987,103.09,2024,2,0.8701030927835052
2024-02-27,Southeast Asia,Compute,1599.0,1838.0,9594.0,99.98,102.51,2024,2,0.8699673558215452
2024-02-27,Southeast Asia,Storage,849.0,976.0,3820.5,99.986,102.51,2024,2,0.8698770491803278
2024-02-28,Southeast Asia,Compute,1576.0,1812.0,9456.0,99.977,102.74,2024,2,0.869757174392936
2024-02-28,Southeast Asia,Storage,884.0,972.4000000000001,3978.0,99.94341971830987,102.74,2024,2,0.9090909090909091
2024-02-29,Southeast Asia,Compute,1699.0,1953.0,10194.0,99.914,102.16,2024,2,0.8699436763952892
2024-02-29,Southeast Asia,Storage,919.0,1036.0,4135.5,99.94341971830987,102.16,2024,2,0.887065637065637
2024-03-01,Southeast Asia,Compute,1654.0,1902.0,9924.0,99.957,102.92,2024,3,0.8696109358569927
2024-03-01,Southeast Asia,Storage,954.0,1097.0,4293.0,99.91,102.92,2024,3,0.8696444849589791
2024-03-02,Southeast Asia,Compute,1656.0,1904.0,9936.0,99.931,103.11,2024,3,0.8697478991596639
2024-03-02,Southeast Asia,Storage,844.0,970.0,3798.0,99.956,103.11,2024,3,0.8701030927835052
2024-03-03,Southeast Asia,Compute,1641.0,1887.0,9846.0,99.962,102.72,2024,3,0.8696343402225755
2024-03-03,Southeast Asia,Storage,936.0,1076.0,4212.0,99.925,102.72,2024,3,0.8698884758364313
2024-03-04,Southeast Asia,Compute,1587.0,1825.0,9522.0,99.978,103.66,2024,3,0.8695890410958904
2024-03-04,Southeast Asia,Storage,889.0,1094.0,4000.5,99.94341971830987,103.66,2024,3,0.8126142595978062
2024-03-05,Southeast Asia,Compute,1612.0,1853.0,9672.0,99.918,103.17,2024,3,0.8699406368051807
2024-03-05,Southeast Asia,Storage,842.0,968.0,3789.0,99.952,103.17,2024,3,0.8698347107438017
2024-03-06,Southeast Asia,Compute,1601.0,1841.0,9606.0,99.922,102.99,2024,3,0.8696360673546986
2024-03-06,Southeast Asia,Storage,877.0,1008.0,3946.5,99.989,102.99,2024,3,0.8700396825396826
2024-03-07,Southeast Asia,Compute,1613.0,1854.0,9678.0,99.951,103.0,2024,3,0.8700107874865156
2024-03-07,Southeast Asia,Storage,929.0,1068.0,4180.5,99.918,103.0,2024,3,0.8698501872659176
2024-03-08,Southeast Asia,Compute,1715.0,1972.0,10290.0,99.941,103.31,2024,3,0.8696754563894523
2024-03-08,Southeast Asia,Storage,931.5,1022.0,4191.75,99.94341971830987,103.31,2024,3,0.9114481409001957
2024-03-09,Southeast Asia,Compute,1678.0,1929.0,10068.0,99.906,103.87,2024,3,0.8698807672369103
2024-03-09,Southeast Asia,Storage,934.0,1074.0,4203.0,99.965,103.87,2024,3,0.8696461824953445
2024-03-10,Southeast Asia,Compute,1682.0,1934.0,10092.0,99.982,102.94,2024,3,0.8697001034126164
2024-03-10,Southeast Asia,Storage,801.0,921.0,3604.5,99.919,102.94,2024,3,0.8697068403908795
2024-03-11,Southeast Asia,Compute,1703.0,1958.0,10218.0,99.932,103.74,2024,3,0.8697650663942799
2024-03-11,Southeast Asia,Storage,822.0,945.0,3699.0,99.935,103.74,2024,3,0.8698412698412699
2024-03-12,Southeast Asia,Compute,1572.0,1807.0,9432.0,99.956,103.16,2024,3,0.8699501936912009
2024-03-12,Southeast Asia,Storage,858.0,986.0,3861.0,99.964,103.16,2024,3,0.8701825557809331
2024-03-13,Southeast Asia,Compute,1622.0,1865.0,9732.0,99.948,102.83,2024,3,0.8697050938337801
2024-03-13,Southeast Asia,Storage,873.0,1003.0,3928.5,99.984,102.83,2024,3,0.8703888334995015
2024-03-14,Southeast Asia,Compute,1705.0,1960.0,10230.0,99.918,102.48,2024,3,0.8698979591836735
2024-03-14,Southeast Asia,Storage,828.0,952.0,3726.0,99.961,102.48,2024,3,0.8697478991596639
2024-03-15,Southeast Asia,Compute,1653.0,1900.0,9918.0,99.962,102.69,2024,3,0.87
2024-03-15,Southeast Asia,Storage,826.0,949.0,3717.0,99.959,102.69,2024,3,0.8703898840885143
2024-03-16,Southeast Asia,Compute,1709.0,1965.0,10254.0,99.973,103.33,2024,3,0.8697201017811704
2024-03-16,Southeast Asia,Storage,818.0,940.0,3681.0,99.969,103.33,2024,3,0.8702127659574468
2024-03-17,Southeast Asia,Compute,1634.0,1879.0,9804.0,99.92,102.85,2024,3,0.8696114954763172
2024-03-17,Southeast Asia,Storage,888.0,1021.0,3996.0,99.96,102.85,2024,3,0.8697355533790402
2024-03-18,Southeast Asia,Compute,1719.0,1976.0,10314.0,99.973,102.65,2024,3,0.8699392712550608
2024-03-18,Southeast Asia,Storage,908.0,1044.0,4086.0,99.965,102.65,2024,3,0.8697318007662835
2024-03-19,Southeast Asia,Compute,1669.0,1919.0,10014.0,99.964,103.38,2024,3,0.8697238144867119
2024-03-19,Southeast Asia,Storage,849.0,976.0,3820.5,99.911,103.38,2024,3,0.8698770491803278
2024-03-20,Southeast Asia,Compute,1656.0,1904.0,9936.0,99.986,102.21,2024,3,0.8697478991596639
2024-03-20,Southeast Asia,Storage,858.0,986.0,3861.0,99.954,102.21,2024,3,0.8701825557809331
2024-03-21,Southeast Asia,Compute,1621.0,1864.0,9726.0,99.96,103.02,2024,3,0.8696351931330472
2024-03-21,Southeast Asia,Storage,891.0,1024.0,4009.5,99.941,103.02,2024,3,0.8701171875
2024-03-22,Southeast Asia,Compute,1645.0,1891.0,9870.0,99.989,102.61,2024,3,0.8699101004759386
2024-03-22,Southeast Asia,Storage,1008.0,1159.0,4536.0,99.912,102.61,2024,3,0.8697152717860225
2024-03-23,Southeast Asia,Compute,1614.0,1856.0,9684.0,99.906,102.6,2024,3,0.8696120689655172
2024-03-23,Southeast Asia,Storage,842.0,968.0,3789.0,99.972,102.6,2024,3,0.8698347107438017
2024-03-24,Southeast Asia,Compute,1677.0,1928.0,10062.0,99.916,103.02,2024,3,0.8698132780082988
2024-03-24,Southeast Asia,Storage,883.0,1015.0,3973.5,99.962,103.02,2024,3,0.8699507389162562
2024-03-25,Southeast Asia,Compute,1689.0,1942.0,10134.0,99.947,103.08,2024,3,0.8697219361483007
2024-03-25,Southeast Asia,Storage,943.5,968.0,4245.75,99.94341971830987,103.08,2024,3,0.9746900826446281
2024-03-26,Southeast Asia,Compute,1669.0,1919.0,10014.0,99.983,103.11,2024,3,0.8697238144867119
2024-03-26,Southeast Asia,Storage,1004.0,1154.0,4518.0,99.945,103.11,2024,3,0.8700173310225303
2024-03-27,Southeast Asia,Compute,1658.0,1906.0,9948.0,99.912,103.04,2024,3,0.869884575026233
2024-03-27,Southeast Asia,Storage,892.5,1153.0,4016.25,99.94341971830987,103.04,2024,3,0.7740676496097137
2024-03-28,Southeast Asia,Compute,1653.0,1900.0,9918.0,99.94,102.85,2024,3,0.87
2024-03-28,Southeast Asia,Storage,781.0,898.0,3514.5,99.91,102.85,2024,3,0.8697104677060133
2024-03-29,Southeast Asia,Compute,1629.0,1873.0,9774.0,99.927,102.4,2024,3,0.8697277095568606
2024-03-29,Southeast Asia,Storage,895.0,1029.0,4027.5,99.906,102.4,2024,3,0.86977648202138
2024-03-30,Southeast Asia,Compute,1677.0,1928.0,10062.0,99.969,102.69,2024,3,0.8698132780082988
2024-03-30,Southeast Asia,Storage,917.0,1054.0,4126.5,99.901,102.69,2024,3,0.8700189753320683
2024-03-31,Southeast Asia,Compute,1647.0,1894.0,9882.0,99.966,102.71,2024,3,0.8695881731784583
2024-03-31,Southeast Asia,Storage,764.0,878.0,3438.0,99.936,102.71,2024,3,0.8701594533029613
2024-04-01,Southeast Asia,Compute,1737.0,1997.0,10422.0,99.959,102.38,2024,4,0.8698047070605909
2024-04-01,Southeast Asia,Storage,838.0,963.0,3771.0,99.981,102.38,2024,4,0.8701973001038421
2024-04-02,Southeast Asia,Compute,1694.0,1948.0,10164.0,99.931,103.25,2024,4,0.8696098562628337
2024-04-02,Southeast Asia,Storage,903.0,1038.0,4063.5,99.917,103.25,2024,4,0.869942196531792
2024-04-03,Southeast Asia,Compute,1652.0,1899.0,9912.0,99.904,103.18,2024,4,0.8699315429173249
2024-04-03,Southeast Asia,Storage,977.0,1123.0,4396.5,99.987,103.18,2024,4,0.8699910952804987
2024-04-04,Southeast Asia,Compute,1565.0,1799.0,9390.0,99.94,102.28,2024,4,0.8699277376320178
2024-04-04,Southeast Asia,Storage,898.0,1032.0,4041.0,99.922,102.28,2024,4,0.8701550387596899
2024-04-05,Southeast Asia,Compute,1654.0,1902.0,9924.0,99.97,102.67,2024,4,0.8696109358569927
2024-04-05,Southeast Asia,Storage,906.0,1041.0,4077.0,99.959,102.67,2024,4,0.8703170028818443
2024-04-06,Southeast Asia,Compute,1683.0,1935.0,10098.0,99.927,102.69,2024,4,0.8697674418604651
2024-04-06,Southeast Asia,Storage,959.0,1102.0,4315.5,99.979,102.69,2024,4,0.8702359346642469
2024-04-07,Southeast Asia,Compute,1689.0,1942.0,10134.0,99.95,102.91,2024,4,0.8697219361483007
2024-04-07,Southeast Asia,Storage,943.0,963.0,4243.5,99.94341971830987,102.91,2024,4,0.9792315680166147
2024-04-08,Southeast Asia,Compute,1702.0,1957.0,10212.0,99.963,102.21,2024,4,0.8696985181400102
2024-04-08,Southeast Asia,Storage,927.0,1066.0,4171.5,99.908,102.21,2024,4,0.8696060037523452
2024-04-09,Southeast Asia,Compute,1588.0,1826.0,9528.0,99.905,102.31,2024,4,0.8696604600219058
2024-04-09,Southeast Asia,Storage,869.0,999.0,3910.5,99.93,102.31,2024,4,0.8698698698698699
2024-04-10,Southeast Asia,Compute,1658.0,1906.0,9948.0,99.957,102.95,2024,4,0.869884575026233
2024-04-10,Southeast Asia,Storage,851.0,978.0,3829.5,99.937,102.95,2024,4,0.8701431492842536
2024-04-11,Southeast Asia,Compute,1606.0,1846.0,9636.0,99.979,102.73,2024,4,0.8699891657638137
2024-04-11,Southeast Asia,Storage,789.0,907.0,3550.5,99.976,102.73,2024,4,0.8699007717750827
2024-04-12,Southeast Asia,Compute,1575.0,1811.0,9450.0,99.968,102.85,2024,4,0.8696852567642187
2024-04-12,Southeast Asia,Storage,886.0,1018.0,3987.0,99.906,102.85,2024,4,0.8703339882121808
2024-04-13,Southeast Asia,Compute,1508.0,1734.0,9048.0,99.931,102.66,2024,4,0.8696655132641292
2024-04-13,Southeast Asia,Storage,913.0,1049.0,4108.5,99.981,102.66,2024,4,0.8703527168732126
2024-04-14,Southeast Asia,Compute,1647.0,1894.0,9882.0,99.91,102.63,2024,4,0.8695881731784583
2024-04-14,Southeast Asia,Storage,847.0,974.0,3811.5,99.923,102.63,2024,4,0.8696098562628337
