Date_of_Usage,Demand_Units,Capacity_Allocated,Cost_USD,Service_Availability_Percent,Economic_Activity_Index,Year,Month,Utilization_Ratio,Dayofweek,Dayofyear,Weekofyear,Is_Weekend,Demand_Units_Lag_1,Demand_Units_Lag_7,Demand_Units_Lag_30,Demand_Change,Usage_Spike,Region_South India,Region_Southeast Asia,Region_West Europe,Service_Type_Storage
2024-04-22,1663.0,1912.0,9978.0,99.923,102.89,2024,4,0.8697698744769874,0,113,17,False,1606.0,1651.0,1614.0,57.0,False,False,True,False,False
2024-04-23,1665.0,1914.0,9990.0,99.926,102.92,2024,4,0.8699059561128527,1,114,17,False,1663.0,1591.0,1677.0,2.0,False,False,True,False,False
2024-04-24,1615.0,1857.0,9690.0,99.927,102.97,2024,4,0.8696822832525579,2,115,17,False,1665.0,1723.0,1689.0,-50.0,False,False,True,False,False
2024-04-25,1583.0,1820.0,9498.0,99.908,102.17,2024,4,0.8697802197802198,3,116,17,False,1615.0,1604.0,1669.0,-32.0,False,False,True,False,False
2024-04-26,1574.0,1810.0,9444.0,99.953,103.09,2024,4,0.8696132596685083,4,117,17,False,1583.0,1639.0,1658.0,-9.0,False,False,True,False,False
2024-04-27,1599.0,1838.0,9594.0,99.913,102.99,2024,4,0.8699673558215452,5,118,17,True,1574.0,1587.0,1653.0,25.0,False,False,True,False,False
2024-04-28,1620.0,1862.0,9720.0,99.908,101.89,2024,4,0.8700322234156821,6,119,17,True,1599.0,1606.0,1629.0,21.0,False,False,True,False,False
2024-04-29,1605.0,1845.0,9630.0,99.923,102.73,2024,4,0.8699186991869918,0,120,18,False,1620.0,1663.0,1677.0,-15.0,False,False,True,False,False
2024-04-30,1621.0,1864.0,9726.0,99.961,103.4,2024,4,0.8696351931330472,1,121,18,False,1605.0,1665.0,1647.0,16.0,False,False,True,False,False
2024-05-01,1568.0,1803.0,9408.0,99.952,100.63,2024,5,0.8696616749861342,2,122,18,False,1621.0,1615.0,1737.0,-53.0,False,False,True,False,False
2024-05-02,1646.0,1892.0,9876.0,99.974,101.58,2024,5,0.8699788583509513,3,123,18,False,1568.0,1583.0,1694.0,78.0,False,False,True,False,False
2024-05-03,1640.0,1885.0,9840.0,99.931,101.15,2024,5,0.870026525198939,4,124,18,False,1646.0,1574.0,1652.0,-6.0,False,False,True,False,False
2024-05-04,1551.0,1783.0,9306.0,99.935,100.66,2024,5,0.8698822209758833,5,125,18,True,1640.0,1599.0,1565.0,-89.0,False,False,True,False,False
2024-05-05,1515.0,1742.0,9090.0,99.95,101.32,2024,5,0.8696900114810563,6,126,18,True,1551.0,1620.0,1654.0,-36.0,False,False,True,False,False
2024-05-06,1483.0,1705.0,8898.0,99.94,101.82,2024,5,0.8697947214076246,0,127,19,False,1515.0,1605.0,1683.0,-32.0,False,False,True,False,False
2024-05-07,1590.0,1828.0,9540.0,99.911,102.67,2024,5,0.8698030634573304,1,128,19,False,1483.0,1621.0,1689.0,107.0,False,False,True,False,False
2024-05-08,1538.0,1768.0,9228.0,99.946,101.81,2024,5,0.8699095022624435,2,129,19,False,1590.0,1568.0,1702.0,-52.0,False,False,True,False,False
2024-05-09,1604.0,1844.0,9624.0,99.956,101.37,2024,5,0.8698481561822126,3,130,19,False,1538.0,1646.0,1588.0,66.0,False,False,True,False,False
2024-05-10,1617.0,1859.0,9702.0,99.966,101.49,2024,5,0.8698224852071006,4,131,19,False,1604.0,1640.0,1658.0,13.0,False,False,True,False,False
2024-05-11,1535.0,1765.0,9210.0,99.973,101.86,2024,5,0.8696883852691218,5,132,19,True,1617.0,1551.0,1606.0,-82.0,False,False,True,False,False
2024-05-12,1543.0,1774.0,9258.0,99.936,100.55,2024,5,0.8697857948139797,6,133,19,True,1535.0,1515.0,1575.0,8.0,False,False,True,False,False
2024-05-13,1585.0,1822.0,9510.0,99.922,101.82,2024,5,0.8699231613611416,0,134,20,False,1543.0,1483.0,1508.0,42.0,False,False,True,False,False
2024-05-14,1575.0,1811.0,9450.0,99.964,101.74,2024,5,0.8696852567642187,1,135,20,False,1585.0,1590.0,1647.0,-10.0,False,False,True,False,False
2024-05-15,1453.0,1670.0,8718.0,99.957,102.06,2024,5,0.870059880239521,2,136,20,False,1575.0,1538.0,1651.0,-122.0,False,False,True,False,False
2024-05-16,1575.0,1811.0,9450.0,99.919,101.98,2024,5,0.8696852567642187,3,137,20,False,1453.0,1604.0,1591.0,122.0,False,False,True,False,False
2024-05-17,1593.0,1831.0,9558.0,99.966,100.79,2024,5,0.87001638448935,4,138,20,False,1575.0,1617.0,1723.0,18.0,False,False,True,False,False
2024-05-18,1518.0,1745.0,9108.0,99.911,100.91,2024,5,0.8699140401146132,5,139,20,True,1593.0,1535.0,1604.0,-75.0,False,False,True,False,False
2024-05-19,1608.0,1849.0,9648.0,99.911,100.18,2024,5,0.8696592752839373,6,140,20,True,1518.0,1543.0,1639.0,90.0,False,False,True,False,False
2024-05-20,1566.0,1800.0,9396.0,99.922,101.55,2024,5,0.87,0,141,21,False,1608.0,1585.0,1587.0,-42.0,False,False,True,False,False
2024-05-21,1599.0,1838.0,9594.0,99.935,101.45,2024,5,0.8699673558215452,1,142,21,False,1566.0,1575.0,1606.0,33.0,False,False,True,False,False
2024-05-22,1493.0,1716.0,8958.0,99.907,101.09,2024,5,0.87004662004662,2,143,21,False,1599.0,1453.0,1663.0,-106.0,False,False,True,False,False
2024-05-23,1495.0,1719.0,8970.0,99.939,101.19,2024,5,0.8696916812100058,3,144,21,False,1493.0,1575.0,1665.0,2.0,False,False,True,False,False
2024-05-24,1512.0,1738.0,9072.0,99.922,101.59,2024,5,0.8699654775604143,4,145,21,False,1495.0,1593.0,1615.0,17.0,False,False,True,False,False
2024-05-25,1679.0,1930.0,10074.0,99.911,102.09,2024,5,0.8699481865284974,5,146,21,True,1512.0,1518.0,1583.0,167.0,False,False,True,False,False
2024-05-26,1496.0,1720.0,8976.0,99.959,101.87,2024,5,0.8697674418604651,6,147,21,True,1679.0,1608.0,1574.0,-183.0,False,False,True,False,False
2024-05-27,1530.0,1759.0,9180.0,99.98,101.2,2024,5,0.869812393405344,0,148,22,False,1496.0,1566.0,1599.0,34.0,False,False,True,False,False
2024-05-28,1610.0,1851.0,9660.0,99.973,101.41,2024,5,0.8698001080497029,1,149,22,False,1530.0,1599.0,1620.0,80.0,False,False,True,False,False
2024-05-29,1541.0,1772.0,9246.0,99.988,101.98,2024,5,0.8696388261851016,2,150,22,False,1610.0,1493.0,1605.0,-69.0,False,False,True,False,False
2024-05-30,1518.0,1745.0,9108.0,99.973,100.96,2024,5,0.8699140401146132,3,151,22,False,1541.0,1495.0,1621.0,-23.0,False,False,True,False,False
2024-05-31,1555.0,1788.0,9330.0,99.946,100.64,2024,5,0.8696868008948546,4,152,22,False,1518.0,1512.0,1568.0,37.0,False,False,True,False,False
2024-06-01,1527.0,1756.0,9162.0,99.93,100.3,2024,6,0.8695899772209568,5,153,22,True,1555.0,1679.0,1646.0,-28.0,False,False,True,False,False
2024-06-02,1525.0,1753.0,9150.0,99.905,100.47,2024,6,0.869937250427838,6,154,22,True,1527.0,1496.0,1640.0,-2.0,False,False,True,False,False
2024-06-03,1538.0,1768.0,9228.0,99.951,100.35,2024,6,0.8699095022624435,0,155,23,False,1525.0,1530.0,1551.0,13.0,False,False,True,False,False
2024-06-04,1492.0,1715.0,8952.0,99.985,99.68,2024,6,0.8699708454810495,1,156,23,False,1538.0,1610.0,1515.0,-46.0,False,False,True,False,False
2024-06-05,1503.0,1728.0,9018.0,99.91,100.56,2024,6,0.8697916666666666,2,157,23,False,1492.0,1541.0,1483.0,11.0,False,False,True,False,False
2024-06-06,1472.0,1692.0,8832.0,99.954,99.69,2024,6,0.8699763593380615,3,158,23,False,1503.0,1518.0,1590.0,-31.0,False,False,True,False,False
2024-06-07,1513.0,1739.0,9078.0,99.963,99.35,2024,6,0.8700402530189765,4,159,23,False,1472.0,1555.0,1538.0,41.0,False,False,True,False,False
2024-06-08,1493.0,1716.0,8958.0,99.923,100.85,2024,6,0.87004662004662,5,160,23,True,1513.0,1527.0,1604.0,-20.0,False,False,True,False,False
2024-06-09,1456.0,1674.0,8736.0,99.906,100.87,2024,6,0.8697729988052568,6,161,23,True,1493.0,1525.0,1617.0,-37.0,False,False,True,False,False
2024-06-10,1461.0,1680.0,8766.0,99.933,99.85,2024,6,0.8696428571428572,0,162,24,False,1456.0,1538.0,1535.0,5.0,False,False,True,False,False
2024-06-11,1398.0,1607.0,8388.0,99.984,100.54,2024,6,0.8699439950217797,1,163,24,False,1461.0,1492.0,1543.0,-63.0,False,False,True,False,False
2024-06-12,1539.0,1769.0,9234.0,99.973,99.11,2024,6,0.8699830412662521,2,164,24,False,1398.0,1503.0,1585.0,141.0,False,False,True,False,False
2024-06-13,1431.0,1645.0,8586.0,99.985,99.83,2024,6,0.8699088145896656,3,165,24,False,1539.0,1472.0,1575.0,-108.0,False,False,True,False,False
2024-06-14,1479.0,1700.0,8874.0,99.915,98.93,2024,6,0.87,4,166,24,False,1431.0,1513.0,1453.0,48.0,False,False,True,False,False
2024-06-15,1470.0,1690.0,8820.0,99.92,100.49,2024,6,0.8698224852071006,5,167,24,True,1479.0,1493.0,1575.0,-9.0,False,False,True,False,False
2024-06-16,1453.0,1670.0,8718.0,99.93,100.22,2024,6,0.870059880239521,6,168,24,True,1470.0,1456.0,1593.0,-17.0,False,False,True,False,False
2024-06-17,1475.0,1772.0,8850.0,99.94341971830988,100.22,2024,6,0.832392776523702,0,169,25,False,1453.0,1461.0,1518.0,22.0,False,False,True,False,False
2024-06-18,1497.0,1721.0,8982.0,99.906,100.07,2024,6,0.8698431144683324,1,170,25,False,1475.0,1398.0,1608.0,22.0,False,False,True,False,False
2024-06-19,1465.0,1684.0,8790.0,99.934,100.42,2024,6,0.8699524940617577,2,171,25,False,1497.0,1539.0,1566.0,-32.0,False,False,True,False,False
2024-06-20,1522.0,1750.0,9132.0,99.97,99.69,2024,6,0.8697142857142857,3,172,25,False,1465.0,1431.0,1599.0,57.0,False,False,True,False,False
2024-06-21,1572.0,1807.0,9432.0,99.98,100.04,2024,6,0.8699501936912009,4,173,25,False,1522.0,1479.0,1493.0,50.0,False,False,True,False,False
2024-06-22,1454.0,1672.0,8724.0,99.974,100.55,2024,6,0.8696172248803827,5,174,25,True,1572.0,1470.0,1495.0,-118.0,False,False,True,False,False
2024-06-23,1530.0,1759.0,9180.0,99.973,99.67,2024,6,0.869812393405344,6,175,25,True,1454.0,1453.0,1512.0,76.0,False,False,True,False,False
2024-06-24,1516.0,1743.0,9096.0,99.922,100.38,2024,6,0.8697647733792312,0,176,26,False,1530.0,1475.0,1679.0,-14.0,False,False,True,False,False
2024-06-25,1534.0,1764.0,9204.0,99.969,100.38,2024,6,0.8696145124716553,1,177,26,False,1516.0,1497.0,1496.0,18.0,False,False,True,False,False
2024-06-26,1524.0,1752.0,9144.0,99.984,100.31,2024,6,0.8698630136986302,2,178,26,False,1534.0,1465.0,1530.0,-10.0,False,False,True,False,False
2024-06-27,1491.0,1714.0,8946.0,99.945,100.18,2024,6,0.8698949824970829,3,179,26,False,1524.0,1522.0,1610.0,-33.0,False,False,True,False,False
2024-06-28,1577.0,1813.0,9462.0,99.975,100.54,2024,6,0.8698290126861555,4,180,26,False,1491.0,1572.0,1541.0,86.0,False,False,True,False,False
2024-06-29,1492.0,1715.0,8952.0,99.979,100.02,2024,6,0.8699708454810495,5,181,26,True,1577.0,1454.0,1518.0,-85.0,False,False,True,False,False
2024-06-30,1489.0,1712.0,8934.0,99.906,100.4,2024,6,0.8697429906542056,6,182,26,True,1492.0,1530.0,1555.0,-3.0,False,False,True,False,False
2024-07-01,1368.0,1573.0,8208.0,99.919,98.41,2024,7,0.8696757787666879,0,183,27,False,1489.0,1516.0,1527.0,-121.0,False,False,True,False,False
2024-07-02,1420.0,1632.0,8520.0,99.928,98.67,2024,7,0.8700980392156863,1,184,27,False,1368.0,1534.0,1525.0,52.0,False,False,True,False,False
2024-07-03,1400.0,1609.0,8400.0,99.967,98.44,2024,7,0.870105655686762,2,185,27,False,1420.0,1524.0,1538.0,-20.0,False,False,True,False,False
2024-07-04,1387.5,1654.0,8325.0,99.94341971830988,98.44,2024,7,0.8388754534461911,3,186,27,False,1400.0,1491.0,1492.0,-12.5,False,False,True,False,False
2024-07-05,1375.0,1581.0,8250.0,99.933,98.61,2024,7,0.8697027197975965,4,187,27,False,1387.5,1577.0,1503.0,-12.5,False,False,True,False,False
2024-07-06,1320.0,1517.0,7920.0,99.908,98.08,2024,7,0.8701384311140409,5,188,27,True,1375.0,1492.0,1472.0,-55.0,False,False,True,False,False
2024-07-07,1358.0,1616.0,8148.0,99.94341971830988,98.08,2024,7,0.8403465346534653,6,189,27,True,1320.0,1489.0,1513.0,38.0,False,False,True,False,False
2024-07-08,1396.0,1605.0,8376.0,99.955,97.94,2024,7,0.8697819314641745,0,190,28,False,1358.0,1368.0,1493.0,38.0,False,False,True,False,False
2024-07-09,1416.0,1628.0,8496.0,99.974,98.29,2024,7,0.8697788697788698,1,191,28,False,1396.0,1420.0,1456.0,20.0,False,False,True,False,False
2024-07-10,1380.0,1586.0,8280.0,99.925,98.57,2024,7,0.8701134930643127,2,192,28,False,1416.0,1400.0,1461.0,-36.0,False,False,True,False,False
2024-07-11,1367.0,1572.0,8202.0,99.906,98.94,2024,7,0.8695928753180662,3,193,28,False,1380.0,1387.5,1398.0,-13.0,False,False,True,False,False
2024-07-12,1481.0,1703.0,8886.0,99.924,98.65,2024,7,0.8696418085731062,4,194,28,False,1367.0,1375.0,1539.0,114.0,False,False,True,False,False
2024-07-13,1374.0,1580.0,8244.0,99.931,98.24,2024,7,0.8696202531645569,5,195,28,True,1481.0,1320.0,1431.0,-107.0,False,False,True,False,False
2024-07-14,1500.0,1724.0,9000.0,99.903,99.13,2024,7,0.8700696055684455,6,196,28,True,1374.0,1358.0,1479.0,126.0,False,False,True,False,False
2024-07-15,1409.0,1620.0,8454.0,99.92,98.02,2024,7,0.8697530864197531,0,197,29,False,1500.0,1396.0,1470.0,-91.0,False,False,True,False,False
2024-07-16,1485.0,1707.0,8910.0,99.974,98.83,2024,7,0.8699472759226714,1,198,29,False,1409.0,1416.0,1453.0,76.0,False,False,True,False,False
2024-07-17,1449.0,1666.0,8694.0,99.938,97.57,2024,7,0.8697478991596639,2,199,29,False,1485.0,1380.0,1475.0,-36.0,False,False,True,False,False
2024-07-18,1511.0,1737.0,9066.0,99.959,98.05,2024,7,0.8698906160046056,3,200,29,False,1449.0,1367.0,1497.0,62.0,False,False,True,False,False
2024-07-19,1463.0,1623.0,8778.0,99.94341971830988,98.05,2024,7,0.9014171287738756,4,201,29,False,1511.0,1481.0,1465.0,-48.0,False,False,True,False,False
2024-07-20,1415.0,1627.0,8490.0,99.976,99.21,2024,7,0.869698832206515,5,202,29,True,1463.0,1374.0,1522.0,-48.0,False,False,True,False,False
2024-07-21,1401.0,1611.0,8406.0,99.989,97.52,2024,7,0.8696461824953445,6,203,29,True,1415.0,1500.0,1572.0,-14.0,False,False,True,False,False
2024-07-22,1444.0,1660.0,8664.0,99.908,98.33,2024,7,0.8698795180722891,0,204,30,False,1401.0,1409.0,1454.0,43.0,False,False,True,False,False
2024-07-23,1420.0,1632.0,8520.0,99.901,99.02,2024,7,0.8700980392156863,1,205,30,False,1444.0,1485.0,1530.0,-24.0,False,False,True,False,False
2024-07-24,1446.0,1662.0,8676.0,99.92,99.0,2024,7,0.8700361010830325,2,206,30,False,1420.0,1449.0,1516.0,26.0,False,False,True,False,False
2024-07-25,1365.0,1569.0,8190.0,99.968,98.44,2024,7,0.869980879541109,3,207,30,False,1446.0,1511.0,1534.0,-81.0,False,False,True,False,False
2024-07-26,1374.0,1580.0,8244.0,99.937,98.42,2024,7,0.8696202531645569,4,208,30,False,1365.0,1463.0,1524.0,9.0,False,False,True,False,False
2024-07-27,1375.5,1701.0,8253.0,99.94341971830988,98.42,2024,7,0.808641975308642,5,209,30,True,1374.0,1415.0,1491.0,1.5,False,False,True,False,False
2024-07-28,1377.0,1583.0,8262.0,99.969,97.59,2024,7,0.8698673404927353,6,210,30,True,1375.5,1401.0,1577.0,1.5,False,False,True,False,False
2024-07-29,1373.0,1578.0,8238.0,99.956,98.95,2024,7,0.8700887198986058,0,211,31,False,1377.0,1444.0,1492.0,-4.0,False,False,True,False,False
2024-07-30,1371.0,1576.0,8226.0,99.949,98.85,2024,7,0.8699238578680203,1,212,31,False,1373.0,1420.0,1489.0,-2.0,False,False,True,False,False
2024-07-31,1411.0,1622.0,8466.0,99.926,99.0,2024,7,0.8699136868064118,2,213,31,False,1371.0,1446.0,1368.0,40.0,False,False,True,False,False
2024-08-01,1403.0,1613.0,8418.0,99.931,97.52,2024,8,0.8698078115313082,3,214,31,False,1411.0,1365.0,1420.0,-8.0,False,False,True,False,False
2024-08-02,1508.0,1734.0,9048.0,99.949,97.52,2024,8,0.8696655132641292,4,215,31,False,1403.0,1374.0,1400.0,105.0,False,False,True,False,False
2024-08-03,1453.0,1670.0,8718.0,99.961,96.61,2024,8,0.870059880239521,5,216,31,True,1508.0,1375.5,1387.5,-55.0,False,False,True,False,False
2024-08-04,1283.0,1475.0,7698.0,99.976,97.57,2024,8,0.8698305084745763,6,217,31,True,1453.0,1377.0,1375.0,-170.0,False,False,True,False,False
2024-08-05,1315.0,1512.0,7890.0,99.928,97.28,2024,8,0.8697089947089947,0,218,32,False,1283.0,1373.0,1320.0,32.0,False,False,True,False,False
2024-08-06,1362.0,1566.0,8172.0,99.963,98.2,2024,8,0.8697318007662835,1,219,32,False,1315.0,1371.0,1358.0,47.0,False,False,True,False,False
2024-08-07,1393.0,1601.0,8358.0,99.99,96.81,2024,8,0.8700811992504685,2,220,32,False,1362.0,1411.0,1396.0,31.0,False,False,True,False,False
2024-08-08,1395.0,1604.0,8370.0,99.914,96.83,2024,8,0.8697007481296758,3,221,32,False,1393.0,1403.0,1416.0,2.0,False,False,True,False,False
2024-08-09,1425.0,1638.0,8550.0,99.949,97.13,2024,8,0.86996336996337,4,222,32,False,1395.0,1508.0,1380.0,30.0,False,False,True,False,False
2024-08-10,1385.0,1592.0,8310.0,99.943,97.83,2024,8,0.8699748743718593,5,223,32,True,1425.0,1453.0,1367.0,-40.0,False,False,True,False,False
2024-08-11,1336.0,1536.0,8016.0,99.94,97.62,2024,8,0.8697916666666666,6,224,32,True,1385.0,1283.0,1481.0,-49.0,False,False,True,False,False
2024-08-12,1380.0,1586.0,8280.0,99.971,97.13,2024,8,0.8701134930643127,0,225,33,False,1336.0,1315.0,1374.0,44.0,False,False,True,False,False
2024-08-13,1364.0,1568.0,8184.0,99.915,98.28,2024,8,0.8698979591836735,1,226,33,False,1380.0,1362.0,1500.0,-16.0,False,False,True,False,False
2024-08-14,1333.0,1532.0,7998.0,99.979,97.16,2024,8,0.8701044386422977,2,227,33,False,1364.0,1393.0,1409.0,-31.0,False,False,True,False,False
2024-08-15,1418.0,1630.0,8508.0,99.907,97.44,2024,8,0.8699386503067484,3,228,33,False,1333.0,1395.0,1485.0,85.0,False,False,True,False,False
2024-08-16,1341.0,1542.0,8046.0,99.916,97.98,2024,8,0.8696498054474708,4,229,33,False,1418.0,1425.0,1449.0,-77.0,False,False,True,False,False
2024-08-17,1386.0,1593.0,8316.0,99.916,97.92,2024,8,0.8700564971751412,5,230,33,True,1341.0,1385.0,1511.0,45.0,False,False,True,False,False
2024-08-18,1425.0,1638.0,8550.0,99.99,98.01,2024,8,0.86996336996337,6,231,33,True,1386.0,1336.0,1463.0,39.0,False,False,True,False,False
2024-08-19,1404.0,1614.0,8424.0,99.902,96.99,2024,8,0.8698884758364313,0,232,34,False,1425.0,1380.0,1415.0,-21.0,False,False,True,False,False
2024-08-20,1296.0,1490.0,7776.0,99.926,97.57,2024,8,0.8697986577181208,1,233,34,False,1404.0,1364.0,1401.0,-108.0,False,False,True,False,False
2024-08-21,1381.0,1588.0,8286.0,99.98,97.29,2024,8,0.8696473551637279,2,234,34,False,1296.0,1333.0,1444.0,85.0,False,False,True,False,False
2024-08-22,1463.0,1682.0,8778.0,99.907,97.25,2024,8,0.8697978596908442,3,235,34,False,1381.0,1418.0,1420.0,82.0,False,False,True,False,False
2024-08-23,1321.0,1519.0,7926.0,99.979,97.45,2024,8,0.869651086240948,4,236,34,False,1463.0,1341.0,1446.0,-142.0,False,False,True,False,False
2024-08-24,1285.0,1477.0,7710.0,99.988,97.57,2024,8,0.8700067704807042,5,237,34,True,1321.0,1386.0,1365.0,-36.0,False,False,True,False,False
2024-08-25,1464.0,1683.0,8784.0,99.967,97.5,2024,8,0.8698752228163993,6,238,34,True,1285.0,1425.0,1374.0,179.0,False,False,True,False,False
2024-08-26,1347.0,1549.0,8082.0,99.973,96.63,2024,8,0.8695932859909619,0,239,35,False,1464.0,1404.0,1375.5,-117.0,False,False,True,False,False
2024-08-27,1388.0,1596.0,8328.0,99.912,97.76,2024,8,0.8696741854636592,1,240,35,False,1347.0,1296.0,1377.0,41.0,False,False,True,False,False
2024-08-28,1460.0,1678.0,8760.0,99.935,98.0,2024,8,0.8700834326579261,2,241,35,False,1388.0,1381.0,1373.0,72.0,False,False,True,False,False
2024-08-29,1341.0,1542.0,8046.0,99.937,97.23,2024,8,0.8696498054474708,3,242,35,False,1460.0,1463.0,1371.0,-119.0,False,False,True,False,False
2024-08-30,1307.0,1503.0,7842.0,99.94,97.93,2024,8,0.8695941450432468,4,243,35,False,1341.0,1321.0,1411.0,-34.0,False,False,True,False,False
2024-08-31,1412.0,1623.0,8472.0,99.946,97.93,2024,8,0.8699938385705484,5,244,35,True,1307.0,1285.0,1403.0,105.0,False,False,True,False,False
2024-09-01,1335.0,1535.0,8010.0,99.939,97.4,2024,9,0.8697068403908795,6,245,35,True,1412.0,1464.0,1508.0,-77.0,False,False,True,False,False
2024-09-02,1363.0,1567.0,8178.0,99.943,96.48,2024,9,0.8698149329929802,0,246,36,False,1335.0,1347.0,1453.0,28.0,False,False,True,False,False
2024-09-03,1310.0,1506.0,7860.0,99.906,96.59,2024,9,0.8698539176626826,1,247,36,False,1363.0,1388.0,1283.0,-53.0,False,False,True,False,False
2024-09-04,1373.0,1578.0,8238.0,99.911,96.34,2024,9,0.8700887198986058,2,248,36,False,1310.0,1460.0,1315.0,63.0,False,False,True,False,False
2024-09-05,1305.0,1500.0,7830.0,99.934,97.09,2024,9,0.87,3,249,36,False,1373.0,1341.0,1362.0,-68.0,False,False,True,False,False
2024-09-06,1330.0,1529.0,7980.0,99.916,95.88,2024,9,0.8698495748855462,4,250,36,False,1305.0,1307.0,1393.0,25.0,False,False,True,False,False
2024-09-07,1393.0,1601.0,8358.0,99.906,96.8,2024,9,0.8700811992504685,5,251,36,True,1330.0,1412.0,1395.0,63.0,False,False,True,False,False
2024-09-08,1404.0,1614.0,8424.0,99.918,96.45,2024,9,0.8698884758364313,6,252,36,True,1393.0,1335.0,1425.0,11.0,False,False,True,False,False
2024-09-09,1280.0,1472.0,7680.0,99.913,96.74,2024,9,0.8695652173913043,0,253,37,False,1404.0,1363.0,1385.0,-124.0,False,False,True,False,False
2024-09-10,1295.0,1489.0,7770.0,99.968,96.87,2024,9,0.8697112155809268,1,254,37,False,1280.0,1310.0,1336.0,15.0,False,False,True,False,False
2024-09-11,1205.0,1385.0,7230.0,99.982,97.48,2024,9,0.8700361010830325,2,255,37,False,1295.0,1373.0,1380.0,-90.0,False,False,True,False,False
2024-09-12,1430.0,1644.0,8580.0,99.932,97.2,2024,9,0.8698296836982968,3,256,37,False,1205.0,1305.0,1364.0,225.0,True,False,True,False,False
2024-09-13,1392.0,1600.0,8352.0,99.911,97.29,2024,9,0.87,4,257,37,False,1430.0,1330.0,1333.0,-38.0,False,False,True,False,False
2024-09-14,1332.0,1531.0,7992.0,99.973,96.41,2024,9,0.8700195950359242,5,258,37,True,1392.0,1393.0,1418.0,-60.0,False,False,True,False,False
2024-09-15,1441.0,1657.0,8646.0,99.918,96.7,2024,9,0.8696439348219674,6,259,37,True,1332.0,1404.0,1341.0,109.0,False,False,True,False,False
2024-09-16,1450.0,1667.0,8700.0,99.915,96.06,2024,9,0.8698260347930414,0,260,38,False,1441.0,1280.0,1386.0,9.0,False,False,True,False,False
2024-09-17,1367.0,1572.0,8202.0,99.918,97.17,2024,9,0.8695928753180662,1,261,38,False,1450.0,1295.0,1425.0,-83.0,False,False,True,False,False
2024-09-18,1246.0,1432.0,7476.0,99.983,97.25,2024,9,0.8701117318435754,2,262,38,False,1367.0,1205.0,1404.0,-121.0,False,False,True,False,False
2024-09-19,1319.0,1516.0,7914.0,99.969,97.82,2024,9,0.8700527704485488,3,263,38,False,1246.0,1430.0,1296.0,73.0,False,False,True,False,False
2024-09-20,1310.0,1506.0,7860.0,99.969,96.66,2024,9,0.8698539176626826,4,264,38,False,1319.0,1392.0,1381.0,-9.0,False,False,True,False,False
2024-09-21,1348.0,1550.0,8088.0,99.949,97.8,2024,9,0.8696774193548387,5,265,38,True,1310.0,1332.0,1463.0,38.0,False,False,True,False,False
2024-09-22,1423.0,1636.0,8538.0,99.937,96.38,2024,9,0.8698044009779952,6,266,38,True,1348.0,1441.0,1321.0,75.0,False,False,True,False,False
2024-09-23,1430.0,1644.0,8580.0,99.955,97.37,2024,9,0.8698296836982968,0,267,39,False,1423.0,1450.0,1285.0,7.0,False,False,True,False,False
2024-09-24,1392.0,1600.0,8352.0,99.935,96.88,2024,9,0.87,1,268,39,False,1430.0,1367.0,1464.0,-38.0,False,False,True,False,False
2024-09-25,1295.0,1489.0,7770.0,99.958,96.45,2024,9,0.8697112155809268,2,269,39,False,1392.0,1246.0,1347.0,-97.0,False,False,True,False,False
2024-09-26,1337.0,1537.0,8022.0,99.915,96.75,2024,9,0.8698763825634352,3,270,39,False,1295.0,1319.0,1388.0,42.0,False,False,True,False,False
2024-09-27,1354.0,1557.0,8124.0,99.988,96.7,2024,9,0.8696210661528581,4,271,39,False,1337.0,1310.0,1460.0,17.0,False,False,True,False,False
2024-09-28,1354.0,1557.0,8124.0,99.938,95.64,2024,9,0.8696210661528581,5,272,39,True,1354.0,1348.0,1341.0,0.0,False,False,True,False,False
2024-09-29,1425.0,1638.0,8550.0,99.915,97.26,2024,9,0.86996336996337,6,273,39,True,1354.0,1423.0,1307.0,71.0,False,False,True,False,False
2024-09-30,1326.0,1524.0,7956.0,99.942,96.91,2024,9,0.8700787401574803,0,274,40,False,1425.0,1430.0,1412.0,-99.0,False,False,True,False,False
2024-10-01,1379.0,1585.0,8274.0,99.946,97.19,2024,10,0.8700315457413249,1,275,40,False,1326.0,1392.0,1335.0,53.0,False,False,True,False,False
2024-10-02,1357.0,1560.0,8142.0,99.987,97.22,2024,10,0.8698717948717949,2,276,40,False,1379.0,1295.0,1363.0,-22.0,False,False,True,False,False
2024-10-03,1484.0,1706.0,8904.0,99.915,97.8,2024,10,0.8698710433763188,3,277,40,False,1357.0,1337.0,1310.0,127.0,False,False,True,False,False
2024-10-04,1442.0,1658.0,8652.0,99.952,97.38,2024,10,0.8697225572979493,4,278,40,False,1484.0,1354.0,1373.0,-42.0,False,False,True,False,False
2024-10-05,1380.0,1586.0,8280.0,99.965,97.11,2024,10,0.8701134930643127,5,279,40,True,1442.0,1354.0,1305.0,-62.0,False,False,True,False,False
2024-10-06,1363.0,1567.0,8178.0,99.932,97.28,2024,10,0.8698149329929802,6,280,40,True,1380.0,1425.0,1330.0,-17.0,False,False,True,False,False
2024-10-07,1339.0,1539.0,8034.0,99.954,96.39,2024,10,0.8700454840805718,0,281,41,False,1363.0,1326.0,1393.0,-24.0,False,False,True,False,False
